Job Title,Job Category,Company,Salary,Skills Required
Java Developer,Software Engineering,Infosys,14 LPA,"OOP Concepts, Spring Boot, Java, Maven, SQL"
Java Developer,Software Engineering,Capgemini,14 LPA,"OOP Concepts, SQL, Java, Data Structures, Spring Boot, JUnit"
Security Analyst,Cybersecurity,Capgemini,22 LPA,"Ethical Hacking, Firewall Management, Incident Response, Python"
AI Engineer,Artificial Intelligence,Meta,30 LPA,"Computer Vision, TensorFlow, NLP, Deep Learning, Python"
AI Engineer,Artificial Intelligence,Meta,25 LPA,"TensorFlow, NLP, Python, PyTorch"
Frontend Developer,Web Development,TCS,18 LPA,"Responsive Design, CSS, HTML, JavaScript"
Frontend Developer,Web Development,Accenture,12 LPA,"JavaScript, CSS, Git, HTML, Responsive Design, React"
Data Analyst,Data Science,IBM,25 LPA,"SQL, Statistics, Excel, Python, PySpark"
Senior Data Scientist,Data Science,Meta,30 LPA,"Python, Machine Learning, SQL, Data Analysis, Statistics, TensorFlow, Pandas"
Backend Developer,Web Development,Infosys,18 LPA,"Flask, Git, Python, APIs, Django, Next.js"
Database Administrator,Database Management,Amazon,20 LPA,"SQL, Performance Tuning, Backup and Recovery, Oracle, Database Design, PostgreSQL"
Security Analyst,Cybersecurity,TCS,22 LPA,"Incident Response, Python, Ethical Hacking, Firewall Management, Network Security, Cryptography"
AI Engineer,Artificial Intelligence,Meta,35 LPA,"Python, TensorFlow, Deep Learning, PyTorch"
AI Engineer,Artificial Intelligence,Amazon,30 LPA,"Deep Learning, NLP, TensorFlow, Python, Computer Vision"
Security Analyst,Cybersecurity,Infosys,22 LPA,"Ethical Hacking, Python, Firewall Management, Network Security"
Security Analyst,Cybersecurity,Infosys,30 LPA,"Python, Ethical Hacking, Incident Response, Firewall Management, Network Security"
Cloud Engineer,Cloud Computing,Deloitte,32 LPA,"AWS, Docker, Cloud Security, Kubernetes, Terraform"
DevOps Engineer,DevOps,Accenture,28 LPA,"Linux, Jenkins, Docker, AWS, Ansible"
Java Developer,Software Engineering,Accenture,14 LPA,"SQL, Java, Spring Boot, Data Structures, OOP Concepts, Maven"
Backend Developer,Web Development,Microsoft,15 LPA,"APIs, Git, Python, Django, Flask, SQL, Bootstrap"
DevOps Engineer,DevOps,IBM,28 LPA,"Docker, AWS, Linux, CI/CD, Ansible"
Java Developer,Software Engineering,Cisco,20 LPA,"Data Structures, OOP Concepts, Spring Boot, Maven, Hibernate"
Database Administrator,Database Management,Cisco,20 LPA,"Oracle, Database Design, Backup and Recovery"
Java Developer,Software Engineering,Google,18 LPA,"Data Structures, OOP Concepts, Maven, SQL, Spring Boot, Java"
DevOps Engineer,DevOps,Accenture,28 LPA,"CI/CD, Docker, Linux, Jenkins, Kubernetes"
Data Analyst,Data Science,Meta,25 LPA,"Data Visualization, Python, Excel, Statistics, SQL"
Database Administrator,Database Management,Capgemini,20 LPA,"Performance Tuning, Backup and Recovery, Database Design, Oracle, SQL, PostgreSQL"
Backend Developer,Web Development,Meta,18 LPA,"SQL, Django, Git, Flask"
Security Analyst,Cybersecurity,Deloitte,30 LPA,"Python, Incident Response, Ethical Hacking, Network Security"
Data Analyst,Data Science,Amazon,25 LPA,"Tableau, Python, Statistics, SQL, Excel, PySpark"
Security Analyst,Cybersecurity,Meta,22 LPA,"Incident Response, Ethical Hacking, Network Security, Python"
Data Analyst,Data Science,Cisco,20 LPA,"Tableau, Statistics, Python, Excel, SQL, Data Visualization"
Frontend Developer,Web Development,Meta,18 LPA,"React, Git, JavaScript, Responsive Design"
Backend Developer,Web Development,Infosys,15 LPA,"Django, SQL, APIs, Python, Git"
Cloud Engineer,Cloud Computing,TCS,32 LPA,"Linux, Docker, Cloud Security, Terraform, AWS"
DevOps Engineer,DevOps,Accenture,32 LPA,"Jenkins, Linux, Docker, CI/CD"
Security Analyst,Cybersecurity,TCS,26 LPA,"Incident Response, Network Security, Firewall Management, Python, Ethical Hacking"
Database Administrator,Database Management,Deloitte,20 LPA,"Performance Tuning, Oracle, Backup and Recovery, SQL, Database Design"
AI Engineer,Artificial Intelligence,Microsoft,35 LPA,"NLP, Python, Deep Learning, PyTorch"
Backend Developer,Web Development,Amazon,12 LPA,"SQL, Git, Django, Flask, APIs"
Java Developer,Software Engineering,Meta,18 LPA,"SQL, Java, Data Structures, Spring Boot, Maven"
Frontend Developer,Web Development,Meta,15 LPA,"Responsive Design, CSS, HTML, React, Git"
Digital Marketing Specialist,Digital Marketing,Deloitte,8 LPA,"SEO, Content Marketing, Email Marketing, Google Analytics"
Senior Data Scientist,Data Science,IBM,30 LPA,"Python, TensorFlow, SQL, Pandas, Machine Learning, Statistics"
DevOps Engineer,DevOps,IBM,32 LPA,"Docker, AWS, Kubernetes, CI/CD"
Java Developer,Software Engineering,Deloitte,18 LPA,"OOP Concepts, Java, Spring Boot, SQL, Maven"
Data Analyst,Data Science,Google,25 LPA,"Python, Data Visualization, Tableau, SQL, Statistics, Excel"
AI Engineer,Artificial Intelligence,Microsoft,30 LPA,"TensorFlow, Python, NLP"
Security Analyst,Cybersecurity,IBM,30 LPA,"Incident Response, Network Security, Firewall Management, Ethical Hacking, Python"
Frontend Developer,Web Development,Deloitte,18 LPA,"HTML, React, Responsive Design, CSS, Git"
Senior Data Scientist,Data Science,Capgemini,30 LPA,"TensorFlow, Statistics, Data Analysis, Machine Learning, Python, SQL, Hadoop"
Security Analyst,Cybersecurity,Meta,26 LPA,"Network Security, Python, Incident Response, Ethical Hacking, Firewall Management"
Digital Marketing Specialist,Digital Marketing,Meta,10 LPA,"Google Analytics, Content Marketing, SEO, Email Marketing, SEM"
Database Administrator,Database Management,Accenture,18 LPA,"Performance Tuning, SQL, Database Design, Oracle"
Database Administrator,Database Management,Infosys,15 LPA,"Database Design, Backup and Recovery, Performance Tuning, SQL, PostgreSQL"
Backend Developer,Web Development,Microsoft,15 LPA,"Flask, Django, APIs, SQL, Git"
Digital Marketing Specialist,Digital Marketing,Accenture,8 LPA,"SEO, SEM, Google Analytics, Content Marketing"
Security Analyst,Cybersecurity,Capgemini,22 LPA,"Ethical Hacking, Network Security, Python, Incident Response"
Data Analyst,Data Science,Deloitte,25 LPA,"Excel, Python, Statistics, Data Visualization, SQL"
Data Analyst,Data Science,Cisco,30 LPA,"Python, SQL, Tableau, Excel, Statistics, PySpark"
Frontend Developer,Web Development,Cisco,18 LPA,"JavaScript, Git, Responsive Design, React"
Backend Developer,Web Development,TCS,18 LPA,"APIs, Python, Flask, SQL, Django, Bootstrap"
Senior Data Scientist,Data Science,Cisco,20 LPA,"Python, SQL, Data Analysis, TensorFlow, Statistics"
Frontend Developer,Web Development,Google,18 LPA,"Responsive Design, CSS, React, JavaScript, Git, HTML, Next.js"
Backend Developer,Web Development,Cisco,18 LPA,"Git, Django, APIs, Flask, Python"
Database Administrator,Database Management,Google,15 LPA,"Backup and Recovery, Database Design, Oracle, Performance Tuning, PostgreSQL"
Data Analyst,Data Science,IBM,20 LPA,"Statistics, Data Visualization, Excel, Tableau, Python, SQL, Hadoop"
Data Analyst,Data Science,TCS,30 LPA,"Excel, Statistics, Tableau, SQL"
Frontend Developer,Web Development,Deloitte,12 LPA,"React, Git, HTML, JavaScript, Responsive Design"
Senior Data Scientist,Data Science,Accenture,30 LPA,"SQL, TensorFlow, Pandas, Data Analysis, Statistics, PySpark"
Business Analyst,Business Analysis,Microsoft,10 LPA,"SQL, Business Analysis, Tableau, Power BI, Requirement Gathering, Excel, Agile Methodology"
Security Analyst,Cybersecurity,TCS,26 LPA,"Firewall Management, Network Security, Incident Response, Python"
Database Administrator,Database Management,Microsoft,20 LPA,"SQL, Performance Tuning, Database Design, Backup and Recovery, Oracle"
Digital Marketing Specialist,Digital Marketing,Amazon,10 LPA,"Content Marketing, Email Marketing, Google Analytics, SEO, Social Media Marketing"
Security Analyst,Cybersecurity,Microsoft,30 LPA,"Firewall Management, Network Security, Ethical Hacking, Python"
Java Developer,Software Engineering,Cisco,14 LPA,"Java, SQL, Data Structures, Maven, OOP Concepts, Spring Boot"
Senior Data Scientist,Data Science,Accenture,30 LPA,"Data Analysis, Statistics, Machine Learning, Python, SQL, PySpark"
Java Developer,Software Engineering,Google,18 LPA,"Maven, OOP Concepts, Java, SQL"
AI Engineer,Artificial Intelligence,Microsoft,35 LPA,"Computer Vision, NLP, Deep Learning, PyTorch"
Digital Marketing Specialist,Digital Marketing,Meta,10 LPA,"SEO, SEM, Content Marketing, Email Marketing, Google Analytics"
DevOps Engineer,DevOps,IBM,24 LPA,"AWS, CI/CD, Docker, Linux, Kubernetes, Jenkins"
Database Administrator,Database Management,TCS,18 LPA,"Oracle, SQL, Database Design, Performance Tuning, Backup and Recovery"
Backend Developer,Web Development,Capgemini,15 LPA,"Python, Git, SQL, Flask, APIs"
Java Developer,Software Engineering,Infosys,20 LPA,"OOP Concepts, Data Structures, Maven, Spring Boot"
Data Analyst,Data Science,Capgemini,20 LPA,"Python, Statistics, Data Visualization, Excel"
Business Analyst,Business Analysis,Deloitte,10 LPA,"Requirement Gathering, Power BI, SQL, Excel, Business Analysis, Tableau"
Senior Data Scientist,Data Science,IBM,25 LPA,"Machine Learning, TensorFlow, Data Analysis, Statistics, SQL, Pandas, Python"
Business Analyst,Business Analysis,Infosys,16 LPA,"Requirement Gathering, SQL, Business Analysis, Power BI, Agile Methodology"
Digital Marketing Specialist,Digital Marketing,Accenture,12 LPA,"Google Analytics, SEM, Email Marketing"
Digital Marketing Specialist,Digital Marketing,Google,12 LPA,"SEO, SEM, Google Analytics, Content Marketing"
AI Engineer,Artificial Intelligence,Accenture,30 LPA,"NLP, Python, Deep Learning"
AI Engineer,Artificial Intelligence,Infosys,30 LPA,"Computer Vision, Deep Learning, TensorFlow, Python, NLP, PyTorch"
Backend Developer,Web Development,Amazon,15 LPA,"Git, Django, SQL, Flask, Python, APIs, Bootstrap"
Digital Marketing Specialist,Digital Marketing,Google,10 LPA,"Google Analytics, SEO, Content Marketing, Email Marketing, SEM, Social Media Marketing"
Senior Data Scientist,Data Science,TCS,20 LPA,"Pandas, TensorFlow, Data Analysis, Machine Learning, Statistics, Python, SQL"
AI Engineer,Artificial Intelligence,Infosys,25 LPA,"Computer Vision, TensorFlow, Deep Learning, Python, NLP"
DevOps Engineer,DevOps,Google,28 LPA,"CI/CD, Linux, AWS, Kubernetes, Jenkins, Docker"
Security Analyst,Cybersecurity,Infosys,22 LPA,"Ethical Hacking, Python, Incident Response"
Cloud Engineer,Cloud Computing,Microsoft,32 LPA,"AWS, Cloud Security, Kubernetes, Linux, Docker, Azure"
Senior Data Scientist,Data Science,Meta,30 LPA,"Statistics, Machine Learning, Python, SQL, TensorFlow, Data Analysis, Pandas, PySpark"
Database Administrator,Database Management,IBM,18 LPA,"Oracle, Database Design, SQL, Backup and Recovery, Performance Tuning"
DevOps Engineer,DevOps,Google,32 LPA,"Docker, Kubernetes, CI/CD, AWS, Linux, Jenkins, Ansible"
Data Analyst,Data Science,Google,30 LPA,"Data Visualization, SQL, Excel, Tableau, Statistics, Python"
Backend Developer,Web Development,TCS,15 LPA,"SQL, Git, APIs, Python, Django"
Cloud Engineer,Cloud Computing,Capgemini,25 LPA,"Linux, Terraform, AWS, Docker, Kubernetes, Cloud Security, Azure"
Java Developer,Software Engineering,Cisco,20 LPA,"Maven, SQL, Java, Data Structures"
AI Engineer,Artificial Intelligence,Google,35 LPA,"Python, Computer Vision, NLP, Deep Learning, TensorFlow"
Business Analyst,Business Analysis,Cisco,14 LPA,"Tableau, Power BI, Business Analysis, SQL, Excel, Agile Methodology"
Java Developer,Software Engineering,Meta,20 LPA,"Data Structures, SQL, Java, OOP Concepts, Maven"
Backend Developer,Web Development,Meta,18 LPA,"APIs, Django, Git, SQL, Python"
Java Developer,Software Engineering,IBM,14 LPA,"OOP Concepts, Maven, SQL, Data Structures, Java, Spring Boot"
Business Analyst,Business Analysis,Amazon,14 LPA,"Excel, Requirement Gathering, SQL, Power BI, Business Analysis, Tableau"
AI Engineer,Artificial Intelligence,Amazon,35 LPA,"Deep Learning, NLP, TensorFlow"
Database Administrator,Database Management,Capgemini,20 LPA,"Oracle, Backup and Recovery, Database Design, PostgreSQL"
Java Developer,Software Engineering,Infosys,14 LPA,"OOP Concepts, Data Structures, SQL, Java"
DevOps Engineer,DevOps,Meta,32 LPA,"Docker, Jenkins, Kubernetes, CI/CD, Ansible"
Business Analyst,Business Analysis,Google,14 LPA,"Tableau, Power BI, Requirement Gathering, SQL, Excel"
Java Developer,Software Engineering,Google,18 LPA,"SQL, Spring Boot, OOP Concepts, Maven, Java"
Data Analyst,Data Science,Meta,25 LPA,"SQL, Python, Data Visualization, Statistics, Excel"
Cloud Engineer,Cloud Computing,Cisco,32 LPA,"Cloud Security, AWS, Terraform, Linux, Kubernetes, Docker"
Business Analyst,Business Analysis,IBM,14 LPA,"Requirement Gathering, Business Analysis, Excel, Tableau, SQL"
Business Analyst,Business Analysis,Google,10 LPA,"Excel, Business Analysis, Tableau, SQL, Power BI, Requirement Gathering"
Java Developer,Software Engineering,Cisco,18 LPA,"Spring Boot, Java, Data Structures, SQL, OOP Concepts, Hibernate"
Java Developer,Software Engineering,Infosys,18 LPA,"OOP Concepts, Java, Spring Boot, Maven, Data Structures, SQL"
Digital Marketing Specialist,Digital Marketing,Amazon,12 LPA,"Google Analytics, SEM, Content Marketing, SEO, Social Media Marketing"
DevOps Engineer,DevOps,Meta,24 LPA,"CI/CD, Kubernetes, Linux, AWS, Jenkins"
Database Administrator,Database Management,Deloitte,20 LPA,"Database Design, Backup and Recovery, Performance Tuning, SQL, Oracle"
Backend Developer,Web Development,Deloitte,18 LPA,"Flask, Python, SQL, Git, Django, Bootstrap"
Senior Data Scientist,Data Science,Cisco,30 LPA,"SQL, TensorFlow, Statistics, Machine Learning, Python, PySpark"
Digital Marketing Specialist,Digital Marketing,Deloitte,12 LPA,"Email Marketing, Google Analytics, Content Marketing, Social Media Marketing"
Security Analyst,Cybersecurity,Infosys,30 LPA,"Python, Incident Response, Ethical Hacking, Firewall Management, SIEM"
Database Administrator,Database Management,IBM,15 LPA,"SQL, Database Design, Backup and Recovery"
Digital Marketing Specialist,Digital Marketing,Amazon,8 LPA,"Content Marketing, SEO, Google Analytics"
DevOps Engineer,DevOps,Google,28 LPA,"CI/CD, Kubernetes, AWS, Jenkins, Docker, Linux"
Digital Marketing Specialist,Digital Marketing,IBM,12 LPA,"SEM, Content Marketing, Email Marketing, SEO, Social Media Marketing"
DevOps Engineer,DevOps,Capgemini,24 LPA,"Jenkins, Kubernetes, Docker, Linux, CI/CD, AWS"
Senior Data Scientist,Data Science,Accenture,30 LPA,"Python, Pandas, Data Analysis, TensorFlow, Statistics, Machine Learning, SQL"
Java Developer,Software Engineering,Infosys,14 LPA,"Data Structures, SQL, Java, Maven, Spring Boot"
Digital Marketing Specialist,Digital Marketing,Cisco,12 LPA,"SEM, Email Marketing, Google Analytics, Content Marketing"
Senior Data Scientist,Data Science,Google,30 LPA,"Pandas, Data Analysis, SQL, Statistics, Python"
Java Developer,Software Engineering,Amazon,18 LPA,"OOP Concepts, Spring Boot, Data Structures, Java, Maven, JUnit"
Digital Marketing Specialist,Digital Marketing,Capgemini,12 LPA,"SEO, Google Analytics, Email Marketing"
Java Developer,Software Engineering,Deloitte,14 LPA,"Data Structures, OOP Concepts, SQL, Java, Maven"
Senior Data Scientist,Data Science,TCS,25 LPA,"Statistics, Pandas, SQL, Python, Machine Learning, TensorFlow"
Database Administrator,Database Management,IBM,18 LPA,"Database Design, Oracle, Performance Tuning, Backup and Recovery, SQL"
DevOps Engineer,DevOps,Accenture,32 LPA,"AWS, Jenkins, Linux, Kubernetes, CI/CD, Docker"
Data Analyst,Data Science,Accenture,30 LPA,"SQL, Python, Excel, Tableau, Statistics"
Cloud Engineer,Cloud Computing,Deloitte,28 LPA,"Cloud Security, Linux, AWS, Kubernetes, Terraform, Docker, Azure"
Frontend Developer,Web Development,Microsoft,18 LPA,"JavaScript, HTML, CSS, Responsive Design, Git, Bootstrap"
Digital Marketing Specialist,Digital Marketing,Meta,12 LPA,"Google Analytics, Email Marketing, SEM, SEO"
Business Analyst,Business Analysis,Cisco,14 LPA,"Excel, Requirement Gathering, SQL, Power BI"
Senior Data Scientist,Data Science,Cisco,25 LPA,"SQL, Pandas, TensorFlow, Python, Machine Learning, Data Analysis, Statistics"
Java Developer,Software Engineering,Amazon,18 LPA,"OOP Concepts, Java, Data Structures, Maven, Hibernate"
Frontend Developer,Web Development,Accenture,12 LPA,"CSS, React, Responsive Design, JavaScript, HTML, Git"
Security Analyst,Cybersecurity,Microsoft,26 LPA,"Ethical Hacking, Network Security, Firewall Management, Incident Response, Python"
Data Analyst,Data Science,Amazon,20 LPA,"Statistics, Data Visualization, Excel, Python, SQL"
DevOps Engineer,DevOps,Infosys,32 LPA,"CI/CD, AWS, Linux, Kubernetes, Jenkins"
AI Engineer,Artificial Intelligence,Infosys,30 LPA,"Deep Learning, NLP, TensorFlow"
Backend Developer,Web Development,IBM,18 LPA,"SQL, Django, Flask, Git, Python, APIs, Bootstrap"
Database Administrator,Database Management,Meta,18 LPA,"SQL, Performance Tuning, Backup and Recovery, Database Design"
Frontend Developer,Web Development,Google,12 LPA,"Responsive Design, JavaScript, Git, CSS"
Business Analyst,Business Analysis,Cisco,16 LPA,"SQL, Tableau, Excel, Power BI, Requirement Gathering, Agile Methodology"
Cloud Engineer,Cloud Computing,Microsoft,32 LPA,"Kubernetes, AWS, Cloud Security, Docker"
Business Analyst,Business Analysis,Capgemini,14 LPA,"Requirement Gathering, Business Analysis, Power BI, Tableau, SQL, Excel"
Digital Marketing Specialist,Digital Marketing,Deloitte,10 LPA,"Content Marketing, SEM, SEO, Email Marketing, Google Analytics"
DevOps Engineer,DevOps,Capgemini,32 LPA,"Linux, Jenkins, Docker, AWS, Kubernetes, CI/CD"
Data Analyst,Data Science,TCS,30 LPA,"SQL, Excel, Tableau, Python"
Backend Developer,Web Development,Amazon,12 LPA,"Git, APIs, SQL, Django, Flask"
Frontend Developer,Web Development,TCS,18 LPA,"JavaScript, Responsive Design, React, CSS"
Digital Marketing Specialist,Digital Marketing,Capgemini,8 LPA,"SEO, SEM, Google Analytics"
Security Analyst,Cybersecurity,Capgemini,22 LPA,"Incident Response, Ethical Hacking, Python"
